,epoch,training_loss,test_acc,epoch_train_time,total_train_time,lr
0,0,-1.0,26.04,-1.0,-1.0,-1.0
1,1,0.18147623538970947,-1.0,36.57696199417114,36.57696199417114,0.01
2,2,0.12657257914543152,-1.0,36.439311504364014,73.01627349853516,0.01
3,3,0.11683773994445801,-1.0,36.346115827560425,109.36238932609558,0.01
4,4,0.33458995819091797,-1.0,36.38238835334778,145.74477767944336,0.01
5,5,0.20862141251564026,-1.0,36.49599528312683,182.2407729625702,0.01
6,6,0.14873594045639038,-1.0,36.7381477355957,218.9789206981659,0.01
7,7,0.10127238184213638,-1.0,37.061152935028076,256.04007363319397,0.01
8,8,0.08482657372951508,-1.0,36.18941068649292,292.2294843196869,0.01
9,9,0.17801201343536377,-1.0,36.18454027175903,328.4140245914459,0.01
10,10,0.16155055165290833,90.48,36.27495336532593,364.68897795677185,0.01
11,11,0.14294280111789703,-1.0,36.20978355407715,400.898761510849,0.01
12,12,0.11981518566608429,-1.0,36.459688663482666,437.35845017433167,0.01
13,13,0.1572711169719696,-1.0,36.318331241607666,473.67678141593933,0.01
14,14,0.21338489651679993,-1.0,36.524614334106445,510.2013957500458,0.01
15,15,0.08291296660900116,-1.0,36.40024542808533,546.6016411781311,0.01
16,16,0.211070254445076,-1.0,36.54347515106201,583.1451163291931,0.01
17,17,0.1243230327963829,-1.0,36.21738266944885,619.362498998642,0.01
18,18,0.11084737628698349,-1.0,36.27375769615173,655.6362566947937,0.01
19,19,0.0391613207757473,-1.0,36.658464431762695,692.2947211265564,0.01
20,20,0.10505807399749756,91.38,36.22125267982483,728.5159738063812,0.01
21,21,0.17726047337055206,-1.0,36.42490792274475,764.940881729126,0.01
22,22,0.14008668065071106,-1.0,36.166791677474976,801.107673406601,0.01
23,23,0.1293422430753708,-1.0,36.12808704376221,837.2357604503632,0.01
24,24,0.09295085817575455,-1.0,36.729536056518555,873.9652965068817,0.01
25,25,0.07630451768636703,-1.0,36.513015031814575,910.4783115386963,0.01
26,26,0.03668477386236191,-1.0,36.48028826713562,946.9585998058319,0.01
27,27,0.031400445848703384,-1.0,36.15127992630005,983.109879732132,0.01
28,28,0.20703871548175812,-1.0,36.390984535217285,1019.5008642673492,0.01
29,29,0.01586228236556053,-1.0,36.932552099227905,1056.4334163665771,0.01
30,30,0.08121313154697418,90.98,36.501713037490845,1092.935129404068,0.01
31,31,0.20027825236320496,-1.0,36.86453676223755,1129.7996661663055,0.01
32,32,0.15806224942207336,-1.0,36.18544030189514,1165.9851064682007,0.01
33,33,0.04624349623918533,-1.0,36.34176445007324,1202.326870918274,0.01
34,34,0.03964797034859657,-1.0,36.19277763366699,1238.519648551941,0.01
35,35,0.0366169773042202,-1.0,36.392821073532104,1274.912469625473,0.01
36,36,0.08466275036334991,-1.0,36.543418884277344,1311.4558885097504,0.01
37,37,0.15794004499912262,-1.0,36.13483166694641,1347.5907201766968,0.01
38,38,0.05355755612254143,-1.0,36.112099409103394,1383.7028195858002,0.01
39,39,0.11907555162906647,-1.0,37.31470012664795,1421.0175197124481,0.01
40,40,0.01801701821386814,90.05,36.52173662185669,1457.5392563343048,0.01
41,41,0.06158357113599777,-1.0,36.155802965164185,1493.695059299469,0.01
42,42,0.0643678605556488,-1.0,36.155117988586426,1529.8501772880554,0.01
43,43,0.09390292316675186,-1.0,36.916576623916626,1566.766753911972,0.01
