,epoch,training_loss,test_acc,epoch_train_time,total_train_time,lr
0,0,-1.0,11.02,-1.0,-1.0,-1.0
1,1,0.47626984119415283,-1.0,7.44989538192749,7.44989538192749,0.1
2,2,1.3036696910858154,-1.0,7.393375635147095,14.843271017074585,0.1
3,3,2.0674309730529785,-1.0,7.54266095161438,22.385931968688965,0.1
4,4,2.3484532833099365,-1.0,7.6185243129730225,30.004456281661987,0.1
