,epoch,training_loss,test_acc,epoch_train_time,total_train_time,lr
0,0,-1.0,10.42,-1.0,-1.0,-1.0
1,1,1.7193553447723389,-1.0,28.813616275787354,28.813616275787354,0.1
2,2,1.6788759231567383,-1.0,28.074544191360474,56.88816046714783,0.1
3,3,1.4519212245941162,-1.0,28.127689599990845,85.01585006713867,0.1
4,4,1.2336302995681763,-1.0,28.495980262756348,113.51183032989502,0.1
5,5,1.022021770477295,-1.0,28.381675958633423,141.89350628852844,0.1
6,6,0.7804454565048218,-1.0,28.236716508865356,170.1302227973938,0.1
7,7,0.9423248171806335,-1.0,28.155627012252808,198.2858498096466,0.1
8,8,0.9634407758712769,-1.0,27.96729350090027,226.25314331054688,0.1
9,9,0.9240278005599976,-1.0,27.944445848464966,254.19758915901184,0.1
10,10,0.8088189959526062,71.86,28.134735345840454,282.3323245048523,0.1
11,11,0.5958766341209412,-1.0,28.33458113670349,310.6669056415558,0.1
12,12,0.5789983868598938,-1.0,28.603981256484985,339.27088689804077,0.1
13,13,0.4821087419986725,-1.0,28.414257526397705,367.6851444244385,0.1
14,14,0.516818106174469,-1.0,28.259904146194458,395.94504857063293,0.1
15,15,0.661148726940155,-1.0,28.318268299102783,424.2633168697357,0.1
16,16,0.4239080548286438,-1.0,28.790067195892334,453.05338406562805,0.1
17,17,0.4709741473197937,-1.0,28.271979808807373,481.3253638744354,0.1
18,18,0.47027555108070374,-1.0,28.080318689346313,509.40568256378174,0.1
19,19,0.4520869851112366,-1.0,28.46966004371643,537.8753426074982,0.1
20,20,0.36878758668899536,82.31,27.935356378555298,565.8106989860535,0.1
21,21,0.38442492485046387,-1.0,28.127132892608643,593.9378318786621,0.1
22,22,0.43792924284935,-1.0,28.0866277217865,622.0244596004486,0.1
23,23,0.45577940344810486,-1.0,28.00065565109253,650.0251152515411,0.1
24,24,0.31653517484664917,-1.0,28.321922063827515,678.3470373153687,0.1
25,25,0.23973684012889862,-1.0,28.209800004959106,706.5568373203278,0.1
26,26,0.5010272860527039,-1.0,28.084710359573364,734.6415476799011,0.1
27,27,0.2187199592590332,-1.0,28.11223268508911,762.7537803649902,0.1
28,28,0.3984321355819702,-1.0,28.082974433898926,790.8367547988892,0.1
29,29,0.3360832929611206,-1.0,28.052367687225342,818.8891224861145,0.1
30,30,0.35873496532440186,83.32,28.105843544006348,846.9949660301208,0.1
31,31,0.29315993189811707,-1.0,27.90091371536255,874.8958797454834,0.1
32,32,0.42829933762550354,-1.0,27.967448711395264,902.8633284568787,0.1
33,33,0.2657899856567383,-1.0,28.536410808563232,931.3997392654419,0.1
34,34,0.2741762101650238,-1.0,28.250950813293457,959.6506900787354,0.1
35,35,0.2812967002391815,-1.0,29.212221145629883,988.8629112243652,0.1
36,36,0.2252185344696045,-1.0,28.22615933418274,1017.089070558548,0.1
37,37,0.15981492400169373,-1.0,28.307446479797363,1045.3965170383453,0.1
38,38,0.24323436617851257,-1.0,28.38226056098938,1073.7787775993347,0.1
39,39,0.32060807943344116,-1.0,28.22413730621338,1102.002914905548,0.1
40,40,0.2369624823331833,84.98,28.494616508483887,1130.497531414032,0.1
41,41,0.15343104302883148,-1.0,27.969747066497803,1158.4672784805298,0.1
42,42,0.3897759020328522,-1.0,27.924174785614014,1186.3914532661438,0.1
43,43,0.2818574905395508,-1.0,27.847004175186157,1214.23845744133,0.1
44,44,0.15777114033699036,-1.0,28.48105478286743,1242.7195122241974,0.1
45,45,0.1981353461742401,-1.0,28.080608367919922,1270.8001205921173,0.1
46,46,0.3051570653915405,-1.0,27.920827627182007,1298.7209482192993,0.1
47,47,0.34552228450775146,-1.0,27.98519229888916,1326.7061405181885,0.1
48,48,0.28646814823150635,-1.0,28.72090482711792,1355.4270453453064,0.1
49,49,0.09342145919799805,-1.0,28.044203758239746,1383.4712491035461,0.1
50,50,0.2620067000389099,86.39,27.987243175506592,1411.4584922790527,0.1
51,51,0.21353387832641602,-1.0,28.054051876068115,1439.5125441551208,0.1
52,52,0.210750013589859,-1.0,28.28291654586792,1467.7954607009888,0.1
53,53,0.11815792322158813,-1.0,28.215524435043335,1496.010985136032,0.1
54,54,0.28629282116889954,-1.0,27.940946578979492,1523.9519317150116,0.1
55,55,0.31937092542648315,-1.0,28.22114396095276,1552.1730756759644,0.1
56,56,0.17078480124473572,-1.0,28.12544083595276,1580.2985165119171,0.1
57,57,0.15178686380386353,-1.0,28.752891063690186,1609.0514075756073,0.1
58,58,0.23962683975696564,-1.0,28.579851627349854,1637.6312592029572,0.1
59,59,0.10864119231700897,-1.0,28.25072932243347,1665.8819885253906,0.1
60,60,0.25987404584884644,86.92,28.580302238464355,1694.462290763855,0.1
61,61,0.04789036139845848,-1.0,28.073517322540283,1722.5358080863953,0.1
62,62,0.2543511390686035,-1.0,28.256595373153687,1750.792403459549,0.1
63,63,0.13187533617019653,-1.0,28.056945085525513,1778.8493485450745,0.1
64,64,0.20229756832122803,-1.0,28.06915521621704,1806.9185037612915,0.1
65,65,0.22364971041679382,-1.0,28.30098557472229,1835.2194893360138,0.1
66,66,0.24625858664512634,-1.0,28.073582887649536,1863.2930722236633,0.1
67,67,0.3200540244579315,-1.0,28.341461420059204,1891.6345336437225,0.1
68,68,0.1339097023010254,-1.0,28.591472148895264,1920.2260057926178,0.1
69,69,0.22288210690021515,-1.0,29.440113306045532,1949.6661190986633,0.1
70,70,0.13840489089488983,86.87,28.274098873138428,1977.9402179718018,0.1
71,71,0.318042129278183,-1.0,28.033452033996582,2005.9736700057983,0.1
