,epoch,training_loss,test_acc,epoch_train_time,total_train_time,lr
0,0,-1.0,25.85,-1.0,-1.0,-1.0
1,1,0.1644364595413208,-1.0,70.62281703948975,70.62281703948975,0.01
2,2,0.14517296850681305,-1.0,70.64990019798279,141.27271723747253,0.01
3,3,0.13553662598133087,-1.0,70.27838587760925,211.5511031150818,0.01
4,4,0.3367038369178772,-1.0,69.45991587638855,281.01101899147034,0.01
5,5,0.2468762844800949,-1.0,69.50671744346619,350.5177364349365,0.01
6,6,0.15384885668754578,-1.0,69.45636701583862,419.97410345077515,0.01
7,7,0.11310061067342758,-1.0,70.55722188949585,490.531325340271,0.01
8,8,0.10524282604455948,-1.0,70.49741005897522,561.0287353992462,0.01
9,9,0.13739308714866638,-1.0,69.74063658714294,630.7693719863892,0.01
10,10,0.09698542952537537,90.1,70.16652798652649,700.9358999729156,0.01
11,11,0.1654011458158493,-1.0,70.94148397445679,771.8773839473724,0.01
12,12,0.10715650022029877,-1.0,70.92658257484436,842.8039665222168,0.01
13,13,0.12730170786380768,-1.0,70.32961201667786,913.1335785388947,0.01
14,14,0.2226296216249466,-1.0,71.06011843681335,984.193696975708,0.01
15,15,0.09186657518148422,-1.0,70.08217167854309,1054.275868654251,0.01
16,16,0.19644859433174133,-1.0,70.6504590511322,1124.9263277053833,0.01
17,17,0.14453107118606567,-1.0,70.13413119316101,1195.0604588985443,0.01
18,18,0.09505416452884674,-1.0,70.10418391227722,1265.1646428108215,0.01
19,19,0.07523912936449051,-1.0,70.58685302734375,1335.7514958381653,0.01
20,20,0.2229752093553543,91.38,70.19886040687561,1405.950356245041,0.01
21,21,0.21118351817131042,-1.0,69.4876651763916,1475.4380214214325,0.01
22,22,0.13287237286567688,-1.0,71.12472319602966,1546.5627446174622,0.01
23,23,0.2135269194841385,-1.0,71.54430079460144,1618.1070454120636,0.01
24,24,0.13022391498088837,-1.0,70.63218307495117,1688.7392284870148,0.01
25,25,0.1417895257472992,-1.0,71.42524695396423,1760.164475440979,0.01
26,26,0.04909571260213852,-1.0,70.53678870201111,1830.70126414299,0.01
27,27,0.0909707099199295,-1.0,70.05594897270203,1900.7572131156921,0.01
